PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Age_Missing,Deck
285,0,3,"Smith, Mr. George",male,29.975688674140265,3,0,134501,2.9853,,Q,0,U
286,1,1,"Smith, Mrs. Ruth",female,21.607407965720547,1,0,794516,85.4547,,Q,0,U
287,0,3,"Wilson, Mr. Joseph",male,43.91501659970312,0,0,626798,22.5143,,Q,0,U
288,1,3,"Smith, Miss. Anna",female,29.612586539547365,0,0,103708,10.6098,B46,S,0,B
289,0,2,"Wilson, Mr. James",male,30.89833975874544,0,0,632107,30.9369,E3,S,0,E
290,0,3,"White, Mrs. Florence",female,29.244565840265324,0,0,245603,37.7474,,Q,0,U
291,0,1,"Miller, Mr. Edward",male,28.607194141219725,0,0,940784,82.5526,,C,1,U
292,0,1,"Williams, Mr. James",male,29.134238824550437,0,0,570591,114.7096,,C,0,U
293,0,3,"Jackson, Lady. Helen",female,40.90808700084186,1,0,561741,16.8149,,S,0,U
294,1,2,"Martin, Mr. John",male,28.607194141219725,0,0,524908,22.251,,S,1,U
295,1,1,"Johnson, Miss. Helen",female,5.787494787145874,0,0,905318,123.3948,B22,C,0,B
296,1,3,"Johnson, Mrs. Ruth",female,37.71194697000519,0,0,857127,11.0152,,S,0,U
297,0,3,"Harris, Mr. James",male,29.466038803816915,0,2,733809,7.6996,,S,0,U
298,0,1,"Davis, Mr. Robert",male,28.607194141219725,1,0,533526,7.6839,,S,1,U
299,0,3,"White, Mrs. Margaret",female,34.764936436506545,0,0,166837,10.2579,,S,0,U
300,1,1,"Davis, Mr. John",male,28.607194141219725,0,1,405556,129.0717,,S,1,U
301,0,1,"Thompson, Mr. George",male,47.54324484222907,0,0,529676,37.0101,,S,0,U
302,0,3,"Jackson, Mr. George",male,35.4833886186138,3,2,757075,14.9734,,Q,0,U
303,0,3,"Martinez, Mr. Henry",male,51.82317297297044,0,0,572345,12.0151,,S,0,U
304,0,3,"Thompson, Mr. Arthur",male,28.607194141219725,0,1,928101,8.0343,,C,1,U
305,1,3,"Taylor, Miss. Helen",female,17.538128493956393,0,1,723348,1.8243,,C,0,U
306,0,3,"Garcia, Mrs. Florence",female,28.607194141219725,1,4,628943,23.9028,,S,1,U
307,0,3,"Harris, Miss. Florence",female,34.0550531403807,0,2,287169,17.1375,,S,0,U
308,0,2,"Jackson, Ms. Ruth",female,52.2739146560601,0,2,279289,46.6529,,S,0,U
309,0,3,"Garcia, Mr. James",male,28.607194141219725,0,0,635494,21.6353,B31,S,1,B
310,1,2,"Garcia, Miss. Ethel",female,37.19342040565123,0,0,196869,33.4054,,S,0,U
311,1,2,"Thomas, Mr. Joseph",male,37.31586689225458,1,0,838155,2.5065,,S,0,U
312,0,1,"Thompson, Mr. Arthur",male,4.312687585116219,1,0,607518,4.3418,B52,S,0,B
313,1,1,"Garcia, Mr. Henry",male,8.2164196315493,0,3,932334,86.1156,,S,0,U
314,0,3,"Thompson, Mr. James",male,56.07845089300167,0,0,689290,3.8151,,C,0,U
315,1,3,"Wilson, Mrs. Alice",female,10.21127980329771,0,2,426968,7.5497,,S,0,U
316,1,3,"Thomas, Miss. Ethel",female,30.59330889275787,0,1,118138,33.2101,F55,S,0,F
317,1,2,"Smith, Mr. Joseph",male,9.151950149412205,0,0,741385,31.8988,,S,0,U
318,0,1,"Johnson, Mr. Charles",male,31.317739749049867,0,0,746664,37.2172,A72,S,0,A
319,1,1,"Garcia, Miss. Emma",female,22.00216120829173,0,0,72040,34.306,,S,0,U
320,0,2,"Thompson, Mr. Edward",male,8.1167470257542,0,0,642956,9.8006,,S,0,U
321,0,3,"Thomas, Mr. John",male,48.71688612590599,5,0,733056,8.5424,,S,0,U
322,0,3,"Smith, Rev. Joseph",male,46.5559201788522,1,3,514788,10.4299,,C,0,U
323,1,3,"Taylor, Mrs. Alice",female,19.499561122522696,2,1,467864,2.7676,,Q,0,U
324,1,2,"Anderson, Miss. Mary",female,39.2313062845083,0,0,851462,31.2985,B25,Q,0,B
325,0,3,"Thomas, Mr. Charles",male,56.64609762818024,3,0,66815,7.3083,,S,0,U
326,0,3,"Harris, Rev. Joseph",male,40.55706306421325,0,0,226741,18.1886,A38,S,0,A
327,1,3,"Martinez, Miss. Alice",female,23.14541396478965,0,0,122789,13.4311,,S,0,U
328,0,3,"Taylor, Mrs. Helen",female,28.05044801684529,1,0,438906,20.5078,,S,0,U
329,1,2,"Martin, Mr. Joseph",male,39.09296310802935,0,0,753766,17.6208,,S,0,U
330,1,2,"Williams, Miss. Anna",female,11.925235627493263,0,0,854355,10.7501,,S,0,U
331,1,2,"White, Mr. Joseph",male,26.127097831739743,0,0,177644,14.0141,,C,0,U
332,0,3,"Davis, Mr. James",male,36.31247925297521,0,2,195102,8.3241,,S,0,U
333,1,1,"Jones, Miss. Anna",female,16.521449820191915,0,0,340048,166.79919000000012,C7,S,0,C
334,1,1,"Martin, Mr. Henry",male,24.878804580890964,0,0,778821,87.8253,A15,S,0,A
335,0,1,"Anderson, Mr. Henry",male,28.607194141219725,1,0,247469,84.2316,,S,1,U
336,1,1,"Smith, Mr. Robert",male,46.10850570830297,0,0,767596,128.1013,A96,C,0,A
337,0,3,"Jackson, Mr. Joseph",male,14.142707450164934,0,0,694563,12.9994,C69,S,0,C
338,1,3,"Wilson, Miss. Anna",female,28.607194141219725,0,0,87088,21.9734,,S,1,U
339,0,3,"Williams, Mr. George",male,28.607194141219725,0,0,539896,10.0234,B2,S,1,B
340,1,1,"Wilson, Miss. Mary",female,14.60073189354045,4,0,579955,60.318,C50,S,0,C
341,0,3,"Brown, Mr. William",male,18.70555067706716,0,0,589835,5.1578,,S,0,U
342,0,3,"Jackson, Mr. Henry",male,6.302457382846882,0,0,949989,27.8004,C5,Q,0,C
343,0,1,"Taylor, Mr. George",male,28.607194141219725,0,0,510812,80.5088,,Q,1,U
344,1,2,"Taylor, Mrs. Alice",female,32.08567581594947,1,0,937366,8.2596,,C,0,U
345,0,2,"Miller, Mr. Henry",male,28.607194141219725,1,1,924823,21.9683,,S,1,U
346,0,3,"Thompson, Mrs. Rose",female,28.607194141219725,0,1,244907,7.7996,,S,1,U
347,1,3,"Williams, Mr. Henry",male,28.607194141219725,0,0,872380,9.8832,F34,S,1,F
348,1,1,"Thompson, Ms. Florence",female,28.607194141219725,0,0,868312,99.5377,,C,1,U
349,0,2,"Anderson, Dr. Arthur",male,28.66566390530909,0,0,67560,35.2099,,C,0,U
350,1,3,"Miller, Miss. Margaret",female,27.36033608974621,0,6,911495,13.8127,,C,0,U
351,1,3,"Martin, Miss. Ruth",female,34.35809041595965,1,0,224601,7.3117,,S,0,U
352,0,3,"Thomas, Mrs. Alice",female,29.961334326581117,0,0,890650,8.9607,B18,S,0,B
353,1,3,"Taylor, Miss. Ethel",female,32.94398895122008,1,0,386606,18.2516,,S,0,U
354,1,1,"Johnson, Mrs. Margaret",female,15.937023107128592,0,0,693775,13.917,,S,0,U
355,1,1,"Smith, Mr. Robert",male,30.310855083596916,0,0,992027,31.8659,,S,0,U
356,0,3,"Thomas, Mr. George",male,9.547050858876798,1,0,946827,14.7012,,S,0,U
357,1,1,"Brown, Mr. Charles",male,20.37882856720386,0,0,194286,1.3335,,C,0,U
358,1,3,"Harris, Miss. Ruth",female,45.66157730503177,0,2,290141,10.4999,,S,0,U
359,0,3,"Smith, Mr. Edward",male,48.0636558066449,0,0,131266,9.1739,,S,0,U
360,1,3,"Wilson, Mrs. Florence",female,13.133727023048497,0,0,984507,20.0196,E3,S,0,E
361,1,2,"Wilson, Mr. Joseph",male,22.980830196650544,0,0,13679,17.4972,,S,0,U
362,1,3,"Johnson, Mr. Robert",male,10.147161092434889,0,0,498241,22.4935,,C,0,U
363,0,3,"Thomas, Mr. Arthur",male,18.333870584605137,0,0,574596,13.631,,S,0,U
364,1,3,"Wilson, Ms. Alice",female,28.607194141219725,0,1,216096,27.2116,C18,S,1,C
365,0,3,"Garcia, Mr. Henry",male,28.607194141219725,1,0,705202,1.9001,,C,1,U
366,0,2,"Moore, Mr. Arthur",male,28.607194141219725,1,1,992912,36.1713,,S,1,U
367,0,3,"Thomas, Mr. Joseph",male,48.78004765523184,0,0,997036,9.711,,S,0,U
368,0,3,"Taylor, Mr. William",male,20.301431992227403,1,0,457154,24.7916,,C,0,U
369,1,1,"Anderson, Major. Edward",male,8.885370039045,1,1,539983,143.2617,,C,0,U
370,1,1,"Wilson, Dr. John",male,13.802301348007912,0,0,236812,58.5954,,S,0,U
371,1,1,"Thompson, Ms. Helen",female,31.30979700832195,0,0,592787,107.9584,,S,0,U
372,1,1,"Harris, Mr. James",male,19.79850706275893,0,0,33382,133.881,B61,S,0,B
373,0,1,"Thompson, Rev. Charles",male,25.91188036281764,1,0,810667,150.4296,,C,0,U
374,0,3,"Moore, Mr. Henry",male,28.607194141219725,0,0,727583,3.5869,,S,1,U
375,1,1,"Smith, Col. James",male,43.86333835187256,0,0,667726,113.5171,D48,S,0,D
376,0,2,"Harris, Mr. Arthur",male,21.78248038070749,1,0,168539,21.9507,,C,0,U
377,1,3,"White, Mr. Henry",male,24.717210922730654,0,0,462532,16.4513,,Q,0,U
378,0,1,"Garcia, Mr. William",male,28.607194141219725,0,0,384612,133.9468,,S,1,U
379,0,3,"Miller, Mr. John",male,22.090253245550937,0,1,16764,22.2537,,S,0,U
380,1,2,"Thompson, Lady. Anna",female,47.80582905897751,0,1,756256,13.4426,C88,S,0,C
381,1,1,"Anderson, Mrs. Helen",female,10.236180850377178,1,0,648119,97.271,,C,0,U
382,1,3,"Moore, Mrs. Emma",female,5.609536360692783,1,2,71836,13.3291,,S,0,U
383,0,3,"Martin, Mr. Arthur",male,14.118450642109142,0,0,304067,11.0852,D4,S,0,D
384,0,3,"Thomas, Mr. Joseph",male,47.21683914330712,0,2,265033,11.8498,,S,0,U
385,0,3,"Garcia, Mr. Robert",male,61.0895731521636,1,0,892143,14.5679,,S,0,U
386,0,3,"Miller, Mr. Arthur",male,30.123593935743525,0,0,26292,8.1841,,S,0,U
387,1,2,"Miller, Mrs. Emma",female,26.508677386380477,0,1,921345,28.8304,C55,S,0,C
388,0,1,"Johnson, Mr. George",male,28.607194141219725,0,0,929118,147.4654,,S,1,U
389,0,3,"Martin, Col. Robert",male,43.85804196820399,0,0,293083,6.4354,,S,0,U
390,0,3,"Wilson, Mr. Edward",male,21.3873725399815,0,1,253772,23.5466,,S,0,U
391,1,3,"Brown, Mrs. Mary",female,24.909443998501,0,1,28800,6.4505,B44,C,0,B
392,0,2,"Anderson, Mr. Charles",male,34.76915790976998,0,2,66440,28.9779,,C,0,U
393,0,2,"Garcia, Mr. Henry",male,46.84266993088295,0,0,426462,33.1648,,S,0,U
394,0,3,"Thomas, Mr. Arthur",male,40.85593226325124,0,0,661809,12.2439,,S,0,U
395,0,2,"Brown, Mr. Arthur",male,41.43615157345167,0,0,456021,11.895,,S,0,U
396,0,3,"Anderson, Mr. Arthur",male,24.032240206530048,0,0,655615,8.2905,,S,0,U
397,0,3,"Wilson, Mr. Edward",male,28.607194141219725,0,0,583936,15.8949,F82,S,1,F
398,0,2,"Martin, Mr. George",male,19.892513420248196,0,0,911624,39.6465,,S,0,U
399,1,3,"Williams, Dr. Arthur",male,41.83736539839296,0,0,460067,0.71662,,S,0,U
400,0,3,"Brown, Mr. Edward",male,28.607194141219725,0,0,959192,13.8019,,S,1,U
401,0,1,"Johnson, Major. Joseph",male,37.74708996281672,1,1,365642,79.5964,,C,0,U
402,0,3,"Davis, Mr. Charles",male,24.856251784872583,1,5,826196,9.3478,A99,C,0,A
403,0,3,"Williams, Mrs. Margaret",female,28.607194141219725,0,0,828902,12.3537,E84,S,1,E
404,0,3,"White, Miss. Florence",female,24.824347782905058,0,1,790448,8.6624,,S,0,U
405,1,2,"Garcia, Mr. James",male,25.09005377527105,0,0,179573,32.4316,,S,0,U
406,1,3,"Smith, Mr. Charles",male,44.69991834430795,0,4,67207,23.74,E7,S,0,E
407,0,2,"Taylor, Mr. Joseph",male,34.744482375059306,0,0,72157,20.8814,,S,0,U
408,1,1,"Moore, Mr. John",male,28.607194141219725,0,1,144288,76.9427,,S,1,U
409,1,3,"Thompson, Mrs. Ruth",female,29.01087895988404,0,2,687432,9.0557,D32,C,0,D
410,1,1,"Jackson, Mr. Charles",male,32.96240532823909,0,2,103778,88.5141,,S,0,U
411,1,2,"Jones, Miss. Ruth",female,39.16295064905314,0,0,140016,38.4783,,C,0,U
412,1,3,"Martinez, Mr. Arthur",male,55.29148540043067,0,0,658576,12.1701,,S,0,U
413,0,3,"Martinez, Mr. Robert",male,17.957302264085023,1,0,178204,6.2845,C49,S,0,C
414,0,3,"Harris, Ms. Rose",female,28.607194141219725,0,0,120573,9.8179,C50,S,1,C
415,0,3,"Wilson, Mrs. Florence",female,16.958716684217695,1,0,130730,19.0278,,S,0,U
416,1,2,"Taylor, Miss. Anna",female,24.29813782962976,1,0,945365,12.8226,C75,C,0,C
417,0,2,"Jackson, Miss. Ethel",female,28.607194141219725,0,0,74186,19.6629,,S,1,U
418,0,2,"Martin, Mr. Robert",male,34.40588830576256,0,0,515349,24.7288,,S,0,U
419,0,3,"White, Mrs. Ethel",female,43.1492564314281,0,0,801392,7.8651,,S,0,U
420,0,3,"Brown, Mr. William",male,28.607194141219725,1,0,28781,1.1152,,S,1,U
421,0,3,"Jones, Miss. Ruth",female,28.607194141219725,1,0,247677,4.4289,,S,1,U
422,1,3,"Wilson, Mr. Charles",male,49.69493198103254,0,0,267506,6.1299,A59,S,0,A
423,1,1,"Johnson, Miss. Ruth",female,29.354963208669297,1,0,41126,72.5586,,Q,0,U
424,1,3,"Taylor, Mr. James",male,38.51520453430237,0,2,248217,13.3544,,C,0,U
425,1,1,"Thompson, Mr. Edward",male,26.906808338933352,0,0,425794,125.1851,B18,S,0,B
426,0,3,"Jackson, Mr. George",male,17.006003064093292,2,0,525474,3.182,,S,0,U
427,1,2,"Moore, Mrs. Ethel",female,25.762124441789844,1,0,902466,26.7829,,S,0,U
428,1,3,"Miller, Mr. Arthur",male,28.607194141219725,0,0,290027,10.0326,C62,S,1,C
429,0,2,"Wilson, Mr. Henry",male,10.604004246397132,1,0,564070,2.1445,,C,0,U
430,0,1,"Williams, Dr. Henry",male,41.10599567231175,2,0,328531,84.6787,,S,0,U
431,1,1,"Harris, Mr. Henry",male,43.95134487455213,1,0,682339,149.8134,B55,S,0,B
432,0,3,"Martinez, Miss. Ethel",female,28.607194141219725,1,0,830178,20.0649,,S,1,U
433,0,3,"Jones, Mr. Arthur",male,15.68380509619072,1,0,271161,12.3898,,Q,0,U
434,1,1,"Garcia, Miss. Alice",female,17.995689044853385,0,0,76266,140.2885,,Q,0,U
435,1,1,"Martin, Mr. Joseph",male,30.3345313578082,1,0,534344,93.6111,,S,0,U
436,1,3,"Martin, Dr. Henry",male,26.301605861185323,0,0,303601,20.8495,,S,0,U
437,1,1,"Brown, Lady. Ruth",female,10.075557040392056,1,0,405459,0.9199,B52,S,0,B
438,1,3,"Wilson, Miss. Margaret",female,25.439121573213903,0,0,458247,3.0026,,C,0,U
439,0,3,"Taylor, Mr. James",male,10.844234857841194,0,0,142773,18.8323,,S,0,U
440,0,1,"Moore, Mr. Arthur",male,12.453861217754293,0,1,721741,160.9641,,S,0,U
441,1,1,"Thompson, Miss. Florence",female,28.13023300549226,0,0,715798,104.8648,,S,0,U
442,0,3,"Harris, Mr. George",male,43.1956331983486,0,0,345983,9.0213,,S,0,U
443,1,2,"Jones, Mrs. Mary",female,26.59073769262782,4,1,90636,11.4948,,S,0,U
444,0,2,"Martinez, Mrs. Ethel",female,45.87219328661298,3,0,379841,16.8468,,C,0,U
445,0,3,"Johnson, Miss. Margaret",female,23.903695631757085,0,0,76483,22.7091,,S,0,U
446,0,3,"Miller, Rev. Robert",male,28.607194141219725,5,2,30505,10.2598,C58,C,1,C
447,1,3,"Davis, Miss. Ethel",female,30.972619365777348,1,1,409769,21.3821,E70,S,0,E
448,0,3,"Thompson, Mr. Joseph",male,22.13504507237979,0,0,567813,18.2206,,Q,0,U
449,0,2,"Moore, Mr. Henry",male,8.2520108214649,0,1,221474,37.1393,,C,0,U
450,0,1,"Williams, Mr. John",male,54.4421987058922,1,1,106008,94.0131,D7,S,0,D
451,1,3,"Thomas, Mr. Robert",male,28.607194141219725,0,0,54348,12.6032,,C,1,U
452,1,3,"Smith, Mrs. Rose",female,18.4675537846774,1,2,736547,21.7814,E83,S,0,E
453,1,2,"Harris, Miss. Florence",female,19.2925563450138,1,0,279417,10.6474,C83,S,0,C
454,1,3,"Garcia, Mrs. Florence",female,16.615593388501892,1,0,336380,9.4479,A19,S,0,A
455,1,1,"Williams, Mr. Arthur",male,16.064349557653536,1,6,740929,0.71662,,C,0,U
456,0,3,"Smith, Col. Robert",male,55.581661069398194,0,1,144607,2.9654,,Q,0,U
457,1,1,"Brown, Mr. William",male,6.824835660318776,0,0,946181,166.79919000000012,C87,S,0,C
458,0,3,"Miller, Miss. Mary",female,24.546916316853007,0,0,748384,18.5385,C18,S,0,C
459,1,1,"Wilson, Mr. John",male,31.180533581391277,0,0,117157,15.4649,,S,0,U
460,1,1,"Jones, Miss. Helen",female,20.672125389688617,0,0,535196,143.7414,,C,0,U
461,0,1,"Wilson, Mr. William",male,42.55224115930426,1,0,262299,48.8151,,S,0,U
462,0,3,"Martinez, Mr. Arthur",male,6.588503156057541,1,2,211225,18.1276,B21,S,0,B
463,1,3,"Brown, Miss. Anna",female,28.607194141219725,0,1,118352,18.0081,D29,S,1,D
464,0,3,"Martinez, Mr. Edward",male,30.29484277710103,0,0,105967,26.3199,B13,S,0,B
465,0,3,"Davis, Mrs. Margaret",female,28.11392530350977,0,0,361133,8.6982,B87,S,0,B
466,1,2,"Williams, Miss. Margaret",female,49.51180666505705,0,0,569367,12.5977,,S,0,U
467,0,2,"Martinez, Mr. Charles",male,10.27250301141632,0,0,222628,6.8904,D67,S,0,D
468,0,3,"Martin, Mr. John",male,24.27909722448662,1,0,121889,12.0258,,Q,0,U
469,1,1,"Thompson, Mr. George",male,36.703462474983056,0,0,272063,120.2665,,S,0,U
470,0,3,"Anderson, Mrs. Mary",female,36.73207638967637,1,0,321467,19.8958,,Q,0,U
471,0,1,"Miller, Mr. Joseph",male,32.09187262912876,0,0,972824,146.62,,S,0,U
472,0,3,"White, Mr. Edward",male,28.607194141219725,1,0,362053,15.3184,C44,S,1,C
473,1,1,"Smith, Mr. Joseph",male,28.320822169229384,1,0,56105,109.2391,,S,0,U
474,0,3,"Martinez, Miss. Anna",female,28.607194141219725,2,0,433380,13.545,,C,1,U
475,0,3,"Harris, Mr. John",male,30.47461097775644,1,0,142957,18.6596,,C,0,U
476,0,3,"Jackson, Miss. Margaret",female,24.008241854186743,2,0,985323,5.5261,,S,0,U
477,1,1,"Harris, Mrs. Margaret",female,43.60986649997979,1,0,11049,13.5768,D14,S,0,D
478,0,3,"Martinez, Mr. Edward",male,28.607194141219725,1,0,587569,6.3701,,S,1,U
479,0,3,"Garcia, Rev. Joseph",male,50.37813145885095,0,1,315415,14.709,,S,0,U
480,0,3,"Wilson, Mrs. Rose",female,20.23216587875208,0,0,76697,2.5966,C38,C,0,C
481,0,3,"Thompson, Mr. Arthur",male,28.50916963547234,0,0,469567,7.934,,S,0,U
482,1,3,"Jones, Lady. Ethel",female,9.189883092562845,0,0,46534,8.1896,,S,0,U
483,0,3,"Jones, Mr. Charles",male,21.96497988845699,0,0,103034,19.2546,A34,C,0,A
484,1,3,"Moore, Mr. John",male,45.30531950615094,1,0,68097,18.2808,,Q,0,U
485,1,3,"Thomas, Mrs. Emma",female,45.09259038297566,2,2,719173,13.5639,,S,0,U
486,0,3,"Taylor, Mr. William",male,28.607194141219725,0,1,297181,16.6085,,S,1,U
487,0,1,"Martin, Mr. Edward",male,28.607194141219725,0,2,439223,107.5395,D8,S,1,D
488,0,2,"Taylor, Mr. Arthur",male,28.607194141219725,3,0,482694,16.3638,,S,1,U
489,1,3,"Anderson, Mr. Henry",male,27.02599498125347,0,0,561566,8.66,,S,0,U
490,1,3,"Moore, Mr. William",male,51.05899995961892,1,0,673632,25.2935,,C,0,U
491,1,3,"Williams, Mr. George",male,29.857679909601124,0,0,520708,6.913,B74,C,0,B
492,0,3,"Johnson, Miss. Helen",female,28.607194141219725,1,0,984687,7.0696,,S,1,U
493,0,2,"Harris, Mr. Joseph",male,33.47583506076024,0,0,371317,17.9622,,S,0,U
494,1,1,"Smith, Miss. Helen",female,25.90582509559825,1,1,834726,111.9976,,S,0,U
495,1,3,"Moore, Mr. James",male,34.03775608202486,0,0,607565,22.0841,,S,0,U
496,1,2,"Brown, Ms. Rose",female,31.664944245642054,0,0,990013,38.5673,,S,0,U
497,0,3,"Taylor, Mr. Henry",male,10.103856037961304,0,1,14694,12.2663,,S,0,U
498,1,1,"Martinez, Miss. Ruth",female,28.607194141219725,0,1,592438,82.7632,,S,1,U
499,0,3,"Brown, Mr. Joseph",male,22.64455582508276,3,0,601758,15.9009,,S,0,U
500,1,3,"Jackson, Mr. John",male,44.41835554782463,1,1,555844,8.751,,S,0,U
501,0,3,"Jackson, Mr. John",male,15.106945374571556,0,1,205543,3.5261,,S,0,U
502,0,3,"Moore, Mr. John",male,28.607194141219725,0,0,977359,12.23,,S,1,U
503,0,2,"Taylor, Mr. Arthur",male,33.29543564767218,0,0,583374,27.4537,,S,0,U
504,1,3,"Miller, Col. John",male,11.438887201040531,1,0,684267,11.0566,,S,0,U
505,1,3,"Taylor, Mrs. Helen",female,28.607194141219725,1,0,782687,16.3075,,S,1,U
506,0,1,"Garcia, Mr. George",male,6.69732570533489,0,0,999199,9.4409,,S,0,U
507,0,3,"Harris, Mr. Joseph",male,28.607194141219725,1,6,189559,13.1472,,Q,1,U
508,0,3,"Martinez, Mr. John",male,25.7809163138374,0,1,956662,9.7724,B90,S,0,B
509,0,3,"Anderson, Miss. Rose",female,36.93833657592378,2,1,947797,2.799,,S,0,U
510,0,3,"Garcia, Mr. Edward",male,42.82414447707527,2,2,973265,18.2577,B36,S,0,B
511,0,3,"Davis, Mr. Robert",male,19.888235628845585,1,1,633756,27.7652,,S,0,U
512,0,2,"Harris, Mr. John",male,25.632181878927945,1,0,829819,29.8996,,Q,0,U
513,0,3,"White, Mrs. Anna",female,33.208993882114186,0,0,968254,21.43,,C,0,U
514,1,3,"Wilson, Mrs. Anna",female,35.262144925808684,1,0,602890,18.6998,,S,0,U
515,1,1,"Williams, Mr. John",male,17.111839483917695,0,0,948760,116.3226,,S,0,U
516,1,1,"Anderson, Miss. Margaret",female,11.947005722301814,0,0,503857,5.9716,,S,0,U
517,1,2,"Taylor, Miss. Emma",female,28.607194141219725,0,0,526304,18.7205,,S,1,U
518,0,3,"Brown, Rev. Edward",male,34.04085011257732,1,2,933098,17.0694,,S,0,U
519,1,3,"White, Mrs. Helen",female,30.638272654031447,0,0,536748,17.2512,,S,0,U
520,0,1,"Smith, Mr. Edward",male,34.47485746284467,0,1,82356,147.5853,,S,0,U
521,0,3,"Martinez, Mr. John",male,36.7900180813252,0,0,851130,4.7408,,S,0,U
522,0,2,"Moore, Mr. Joseph",male,23.450489440348274,0,0,269925,26.0727,,C,0,U
523,0,3,"Davis, Mr. John",male,18.733855986142665,0,0,898178,4.4797,,S,0,U
524,1,3,"Jones, Mr. Edward",male,31.19110644771986,1,1,550479,11.3064,,S,0,U
525,0,3,"Johnson, Miss. Helen",female,48.330701883693926,1,0,618919,12.5043,,S,0,U
526,0,3,"Wilson, Mr. George",male,28.607194141219725,0,0,255702,19.9006,,S,1,U
527,0,2,"Harris, Mr. James",male,51.97813010763954,1,0,806961,27.4495,,C,0,U
528,1,2,"Anderson, Mr. Charles",male,30.960918677988012,1,0,42175,21.2033,,S,0,U
529,0,1,"Davis, Mrs. Helen",female,42.69285703388725,0,0,289819,23.6019,,C,0,U
530,0,3,"Brown, Mr. John",male,17.52754543281118,1,0,446374,16.5587,F8,S,0,F
531,0,3,"Williams, Mr. James",male,18.069177161497823,3,0,843230,10.8586,,C,0,U
532,0,3,"Smith, Rev. George",male,9.52127170044431,0,0,867342,24.1344,,C,0,U
533,0,3,"Martin, Mr. John",male,43.0584105168381,0,0,402544,22.2279,D24,S,0,D
534,1,3,"Taylor, Ms. Anna",female,11.471654631737016,2,0,691336,5.4958,,S,0,U
535,1,3,"Davis, Miss. Florence",female,11.785195614608009,0,0,728476,17.6574,,C,0,U
536,0,3,"Martinez, Mr. George",male,17.84710530654677,0,0,350822,17.8153,,S,0,U
537,1,3,"Smith, Mrs. Ruth",female,31.52087470584141,0,0,72821,17.2335,,S,0,U
538,0,2,"Taylor, Mr. George",male,17.42817301837856,0,0,520559,23.9958,C28,S,0,C
539,1,3,"Jackson, Mrs. Margaret",female,28.607194141219725,1,0,22204,18.0412,,S,1,U
540,1,1,"Jones, Mr. Arthur",male,30.228418423600875,0,0,983169,159.0743,,S,0,U
541,1,3,"Thompson, Mr. Robert",male,41.06529935059993,0,0,803826,8.589,,S,0,U
542,0,3,"Martin, Dr. George",male,48.207376020344086,0,4,256464,5.7535,,S,0,U
543,1,1,"Moore, Mrs. Emma",female,40.47272691708016,0,0,861246,123.1358,,S,0,U
544,0,3,"Davis, Mr. Henry",male,13.261267208027023,0,0,43593,2.0669,,C,0,U
545,0,3,"Jones, Mr. John",male,26.91100149837919,0,0,969468,18.2322,,S,0,U
546,0,2,"Thomas, Dr. William",male,19.608527810073166,1,2,218260,24.7694,D57,Q,0,D
547,1,1,"Moore, Mrs. Alice",female,44.1630589229872,0,0,125064,33.2751,,Q,0,U
548,0,3,"Jackson, Mr. Charles",male,28.607194141219725,0,0,502492,7.9093,,C,1,U
549,1,3,"Harris, Miss. Mary",female,35.64719079737119,0,2,63365,25.6078,,Q,0,U
550,1,3,"Wilson, Miss. Alice",female,26.80002988058994,0,2,774932,1.3426,,S,0,U
551,0,3,"Miller, Mr. Henry",male,28.607194141219725,0,0,927947,14.7007,,C,1,U
552,1,3,"Smith, Mrs. Rose",female,34.37103516726944,0,0,230511,4.9608,,S,0,U
553,0,3,"Martinez, Mr. Arthur",male,35.64856485351084,1,1,502274,7.3284,,S,0,U
554,1,3,"Harris, Mrs. Florence",female,35.36198500353663,0,0,431396,28.3306,,C,0,U
555,0,3,"Johnson, Mr. Robert",male,48.406917558351054,1,0,976295,13.9876,,S,0,U
556,0,2,"Harris, Mrs. Emma",female,21.97789122000704,0,0,489871,25.1695,A76,C,0,A
557,1,1,"Harris, Miss. Ruth",female,38.00019331427967,2,0,216971,78.3768,,C,0,U
558,1,1,"Wilson, Lady. Ethel",female,29.643366782637028,0,0,971169,8.2433,B34,S,0,B
559,1,3,"Harris, Miss. Mary",female,28.607194141219725,1,0,113700,3.5206,,C,1,U
560,1,3,"Martinez, Mr. Edward",male,25.366305569409523,0,2,369221,22.4274,,S,0,U
561,0,3,"Harris, Mr. James",male,28.607194141219725,0,0,406681,14.2231,,S,1,U
562,1,1,"Johnson, Mrs. Helen",female,28.489142209985246,0,0,78247,45.4856,,S,0,U
563,1,1,"Smith, Mr. John",male,12.50846715716661,2,0,192631,82.8974,,S,0,U
564,1,1,"Davis, Mr. Arthur",male,28.607194141219725,0,2,166270,117.0799,,S,1,U
565,1,2,"Thompson, Mrs. Alice",female,34.727761289046555,0,0,851172,24.5449,B87,S,0,B
566,0,3,"Thompson, Miss. Rose",female,28.607194141219725,1,0,163560,6.8417,,S,1,U
567,0,2,"Thompson, Lady. Mary",female,55.4605462233148,0,0,703875,4.247,A30,C,0,A
568,0,2,"Thompson, Mr. Joseph",male,28.607194141219725,1,0,519627,15.9295,E55,S,1,E
